Feedstock,District,Value
corn,1710,0.0
corn,1720,0.0
corn,1730,0.0
corn,1740,0.0
corn,1750,0.0
corn,1760,0.0
corn,1770,0.0
corn,1780,0.0
corn,1790,0.0
corn,1810,0.0
corn,1820,0.0
corn,1830,0.0
corn,1840,0.0
corn,1850,0.0
corn,1860,0.0
corn,1870,0.0
corn,1880,0.0
corn,1890,0.0
corn,1910,0.0
corn,1920,0.0
corn,1930,0.0
corn,1940,0.0
corn,1950,0.0
corn,1960,0.0
corn,1970,0.0
corn,1980,0.0
corn,1990,0.0
corn,2010,0.0
corn,2020,0.0
corn,2030,0.0
corn,2040,0.0
corn,2050,0.0
corn,2060,0.0
corn,2070,0.0
corn,2080,0.0
corn,2090,0.0
corn,2610,0.0
corn,2620,0.0
corn,2630,0.0
corn,2640,0.0
corn,2650,0.0
corn,2660,0.0
corn,2670,0.0
corn,2680,0.0
corn,2690,0.0
corn,2710,0.0
corn,2720,0.0
corn,2730,0.0
corn,2740,0.0
corn,2750,0.0
corn,2760,0.0
corn,2770,0.0
corn,2780,0.0
corn,2790,0.0
corn,2910,0.0
corn,2920,0.0
corn,2930,0.0
corn,2940,0.0
corn,2950,0.0
corn,2960,0.0
corn,2970,0.0
corn,2980,0.0
corn,2990,0.0
corn,3110,0.0
corn,3120,0.0
corn,3130,0.0
corn,3150,0.0
corn,3160,0.0
corn,3170,0.0
corn,3180,0.0
corn,3190,0.0
corn,3810,0.0
corn,3820,0.0
corn,3830,0.0
corn,3840,0.0
corn,3850,0.0
corn,3860,0.0
corn,3870,0.0
corn,3880,0.0
corn,3890,0.0
corn,3910,0.0
corn,3920,0.0
corn,3930,0.0
corn,3940,0.0
corn,3950,0.0
corn,3960,0.0
corn,3970,0.0
corn,3980,0.0
corn,3990,0.0
corn,4610,0.0
corn,4620,0.0
corn,4630,0.0
corn,4640,0.0
corn,4650,0.0
corn,4660,0.0
corn,4670,0.0
corn,4680,0.0
corn,4690,0.0
corn,5510,0.0
corn,5520,0.0
