Feedstock,District,Value
corn,5530,0.0
corn,5540,0.0
corn,5550,0.0
corn,5560,0.0
corn,5570,0.0
corn,5580,0.0
corn,5590,0.0
soy,1710,0.0
soy,1720,0.0
soy,1730,0.0
soy,1740,0.0
soy,1750,0.0
soy,1760,0.0
soy,1770,0.0
soy,1780,0.0
soy,1790,0.0
soy,1810,0.0
soy,1820,0.0
soy,1830,0.0
soy,1840,0.0
soy,1850,0.0
soy,1860,0.0
soy,1870,0.0
soy,1880,0.0
soy,1890,0.0
soy,1910,0.0
soy,1920,0.0
soy,1930,0.0
soy,1940,0.0
soy,1950,0.0
soy,1960,0.0
soy,1970,0.0
soy,1980,0.0
soy,1990,0.0
soy,2010,0.0
soy,2020,0.0
soy,2030,0.0
soy,2040,0.0
soy,2050,0.0
soy,2060,0.0
soy,2070,0.0
soy,2080,0.0
soy,2090,0.0
soy,2610,0.0
soy,2620,0.0
soy,2630,0.0
soy,2640,0.0
soy,2650,0.0
soy,2660,0.0
soy,2670,0.0
soy,2680,0.0
soy,2690,0.0
soy,2710,0.0
soy,2720,0.0
soy,2730,0.0
soy,2740,0.0
soy,2750,0.0
soy,2760,0.0
soy,2770,0.0
soy,2780,0.0
soy,2790,0.0
soy,2910,0.0
soy,2920,0.0
soy,2930,0.0
soy,2940,0.0
soy,2950,0.0
soy,2960,0.0
soy,2970,0.0
soy,2980,0.0
soy,2990,0.0
soy,3110,0.0
soy,3120,0.0
soy,3130,0.0
soy,3150,0.0
soy,3160,0.0
soy,3170,0.0
soy,3180,0.0
soy,3190,0.0
soy,3810,0.0
soy,3820,0.0
soy,3830,0.0
soy,3840,0.0
soy,3850,0.0
soy,3860,0.0
soy,3870,0.0
soy,3880,0.0
soy,3890,0.0
soy,3910,0.0
soy,3920,0.0
soy,3930,0.0
soy,3940,0.0
soy,3950,0.0
soy,3960,0.0
soy,3970,0.0
soy,3980,0.0
soy,3990,0.0
soy,4610,0.0
soy,4620,0.0
soy,4630,0.0
soy,4640,0.0
soy,4650,0.0
soy,4660,0.0
soy,4670,0.0
soy,4680,0.0
soy,4690,0.0
soy,5510,0.0
soy,5520,0.0
soy,5530,0.0
soy,5540,0.0
soy,5550,0.0
soy,5560,0.0
soy,5570,0.0
soy,5580,0.0
soy,5590,0.0
grass,1710,0.0
grass,1720,0.0
grass,1730,0.0
grass,1740,0.0
grass,1750,0.0
grass,1760,0.0
grass,1770,0.0
grass,1780,0.0
grass,1790,0.0
grass,1810,165054.148615578
grass,1820,149667.550239384
grass,1830,123694.30540029
grass,1840,137825.207633944
grass,1850,232015.356135864
grass,1860,94234.922151588
grass,1870,144780.597715752
grass,1880,44413.251289782
grass,1890,38629.019254486
grass,1910,367820.708361246
grass,1920,353776.758580296
grass,1930,305675.430971592
grass,1940,292004.3447305367
grass,1950,357640.500188726
grass,1960,266831.631502268
grass,1970,0.0
grass,1980,0.0
grass,1990,0.0
grass,2010,0.0
grass,2020,0.0
grass,2030,0.0
grass,2040,125601.510795148
grass,2050,71188.82618779001
grass,2060,119273.845760066
grass,2070,136341.9711223
grass,2080,111007.24551961
grass,2090,124638.666081194
grass,2610,0.0
grass,2620,0.0
grass,2630,0.0
grass,2640,0.0
grass,2650,0.0
grass,2660,0.0
grass,2670,0.0
grass,2680,0.0
grass,2690,0.0
grass,2710,0.0
grass,2720,0.0
grass,2730,0.0
grass,2740,0.0
grass,2750,0.0
grass,2760,0.0
grass,2770,0.0
grass,2780,316550.908712354
grass,2790,192605.855819604
grass,2910,0.0
grass,2920,0.0
grass,2930,0.0
grass,2940,0.0
grass,2950,0.0
grass,2960,0.0
grass,2970,0.0
grass,2980,0.0
grass,2990,0.0
grass,3110,0.0
grass,3120,0.0
grass,3130,0.0
grass,3150,0.0
grass,3160,0.0
grass,3170,0.0
grass,3180,0.0
grass,3190,0.0
grass,3810,0.0
grass,3820,0.0
grass,3830,0.0
grass,3840,0.0
grass,3850,0.0
grass,3860,0.0
grass,3870,0.0
grass,3880,0.0
grass,3890,0.0
grass,3910,165954.693943262
grass,3920,114272.261880074
grass,3930,42765.853902238
grass,3940,152961.60362972
grass,3950,152066.116877036
grass,3960,17148.54982507199
grass,3970,67900.385387588
grass,3980,31408.02039624
grass,3990,14108.275834708
grass,4610,0.0
grass,4620,0.0
grass,4630,0.0
grass,4640,0.0
grass,4650,0.0
grass,4660,0.0
grass,4670,0.0
grass,4680,0.0
grass,4690,0.0
grass,5510,0.0
grass,5520,0.0
grass,5530,0.0
grass,5540,103825.395580318
grass,5550,0.0
grass,5560,0.0
grass,5570,0.0
grass,5580,0.0
grass,5590,39694.261262334
grass_ML,1710,0.0
grass_ML,1720,0.0
grass_ML,1730,0.0
grass_ML,1740,0.0
grass_ML,1750,0.0
grass_ML,1760,0.0
grass_ML,1770,0.0
grass_ML,1780,0.0
grass_ML,1790,0.0
grass_ML,1810,12860.47811482918
grass_ML,1820,2840.105586789648
grass_ML,1830,2648.098448527813
grass_ML,1840,6316.234819071623
grass_ML,1850,5632.209389013835
grass_ML,1860,3196.118822316801
grass_ML,1870,4276.158975039623
grass_ML,1880,2080.077331169883
grass_ML,1890,2180.081049014589
grass_ML,1910,18700.69523696001
grass_ML,1920,18128.67397088829
grass_ML,1930,20640.7673631473
grass_ML,1940,0.0
grass_ML,1950,12232.45476676443
grass_ML,1960,16636.61850064528
grass_ML,1970,0.0
grass_ML,1980,0.0
grass_ML,1990,0.0
grass_ML,2010,0.0
grass_ML,2020,0.0
grass_ML,2030,0.0
grass_ML,2040,571313.2397493775
grass_ML,2050,708550.341822024
grass_ML,2060,937038.8363536082
grass_ML,2070,161774.0142830239
grass_ML,2080,503506.7189019527
grass_ML,2090,706558.2677625577
grass_ML,2610,0.0
grass_ML,2620,0.0
grass_ML,2630,0.0
grass_ML,2640,0.0
grass_ML,2650,0.0
grass_ML,2660,0.0
grass_ML,2670,0.0
grass_ML,2680,0.0
grass_ML,2690,0.0
grass_ML,2710,0.0
grass_ML,2720,0.0
grass_ML,2730,0.0
grass_ML,2740,0.0
grass_ML,2750,0.0
grass_ML,2760,0.0
grass_ML,2770,0.0
grass_ML,2780,10176.37832787727
grass_ML,2790,21612.80350059785
grass_ML,2910,0.0
grass_ML,2920,0.0
grass_ML,2930,0.0
grass_ML,2940,0.0
grass_ML,2950,0.0
grass_ML,2960,0.0
grass_ML,2970,0.0
grass_ML,2980,0.0
grass_ML,2990,0.0
grass_ML,3110,0.0
grass_ML,3120,0.0
grass_ML,3130,0.0
grass_ML,3150,0.0
grass_ML,3160,0.0
grass_ML,3170,0.0
grass_ML,3180,0.0
grass_ML,3190,0.0
grass_ML,3810,0.0
grass_ML,3820,0.0
grass_ML,3830,0.0
grass_ML,3840,0.0
grass_ML,3850,0.0
grass_ML,3860,0.0
grass_ML,3870,0.0
grass_ML,3880,0.0
grass_ML,3890,0.0
grass_ML,3910,4252.158082756894
grass_ML,3920,3372.125365723484
grass_ML,3930,7180.266941249884
grass_ML,3940,4828.179497542403
grass_ML,3950,3624.134734692143
grass_ML,3960,468.0173995132236
grass_ML,3970,2320.086253997177
grass_ML,3980,1484.055172815436
grass_ML,3990,1560.057998377412
grass_ML,4610,0.0
grass_ML,4620,0.0
grass_ML,4630,0.0
grass_ML,4640,0.0
grass_ML,4650,0.0
grass_ML,4660,0.0
grass_ML,4670,0.0
grass_ML,4680,0.0
grass_ML,4690,0.0
grass_ML,5510,0.0
grass_ML,5520,0.0
grass_ML,5530,0.0
grass_ML,5540,14256.53001594127
grass_ML,5550,0.0
grass_ML,5560,0.0
grass_ML,5570,0.0
grass_ML,5580,0.0
grass_ML,5590,5956.221434830686
algae,1710,0.0
algae,1720,0.0
algae,1730,0.0
algae,1740,0.0
algae,1750,0.0
algae,1760,0.0
algae,1770,0.0
algae,1780,0.0
algae,1790,0.0
algae,1810,0.0
algae,1820,0.0
algae,1830,0.0
algae,1840,0.0
algae,1850,0.0
algae,1860,0.0
algae,1870,0.0
algae,1880,0.0
algae,1890,0.0
algae,1910,0.0
algae,1920,0.0
algae,1930,0.0
algae,1940,0.0
algae,1950,0.0
algae,1960,0.0
algae,1970,0.0
algae,1980,0.0
algae,1990,0.0
algae,2010,0.0
algae,2020,0.0
algae,2030,0.0
algae,2040,0.0
algae,2050,0.0
algae,2060,0.0
algae,2070,0.0
algae,2080,0.0
algae,2090,0.0
algae,2610,0.0
algae,2620,0.0
algae,2630,0.0
algae,2640,0.0
algae,2650,0.0
algae,2660,0.0
algae,2670,0.0
algae,2680,0.0
algae,2690,0.0
algae,2710,0.0
algae,2720,0.0
algae,2730,0.0
algae,2740,0.0
algae,2750,0.0
algae,2760,0.0
algae,2770,0.0
algae,2780,0.0
algae,2790,0.0
algae,2910,0.0
algae,2920,0.0
algae,2930,0.0
algae,2940,0.0
algae,2950,0.0
algae,2960,0.0
algae,2970,0.0
algae,2980,0.0
algae,2990,0.0
algae,3110,0.0
algae,3120,0.0
algae,3130,0.0
algae,3150,0.0
algae,3160,0.0
algae,3170,0.0
algae,3180,0.0
algae,3190,0.0
algae,3810,0.0
algae,3820,0.0
algae,3830,0.0
algae,3840,0.0
algae,3850,0.0
algae,3860,0.0
algae,3870,0.0
algae,3880,0.0
algae,3890,0.0
algae,3910,0.0
algae,3920,0.0
algae,3930,0.0
algae,3940,0.0
algae,3950,0.0
algae,3960,0.0
algae,3970,0.0
algae,3980,0.0
algae,3990,0.0
algae,4610,0.0
algae,4620,0.0
algae,4630,0.0
algae,4640,0.0
algae,4650,0.0
algae,4660,0.0
algae,4670,0.0
algae,4680,0.0
algae,4690,0.0
algae,5510,0.0
algae,5520,0.0
algae,5530,0.0
algae,5540,0.0
algae,5550,0.0
algae,5560,0.0
algae,5570,0.0
algae,5580,0.0
algae,5590,0.0
algae_ML,1710,0.0
algae_ML,1720,0.0
algae_ML,1730,0.0
algae_ML,1740,0.0
algae_ML,1750,0.0
algae_ML,1760,0.0
algae_ML,1770,0.0
algae_ML,1780,0.0
algae_ML,1790,0.0
algae_ML,1810,0.0
algae_ML,1820,0.0
algae_ML,1830,0.0
algae_ML,1840,0.0
algae_ML,1850,0.0
algae_ML,1860,0.0
algae_ML,1870,0.0
algae_ML,1880,0.0
algae_ML,1890,0.0
algae_ML,1910,0.0
algae_ML,1920,0.0
algae_ML,1930,0.0
algae_ML,1940,0.0
algae_ML,1950,0.0
algae_ML,1960,0.0
algae_ML,1970,0.0
algae_ML,1980,0.0
algae_ML,1990,0.0
algae_ML,2010,0.0
algae_ML,2020,0.0
algae_ML,2030,0.0
algae_ML,2040,0.0
algae_ML,2050,0.0
algae_ML,2060,0.0
algae_ML,2070,0.0
algae_ML,2080,0.0
algae_ML,2090,0.0
algae_ML,2610,0.0
algae_ML,2620,0.0
algae_ML,2630,0.0
algae_ML,2640,0.0
algae_ML,2650,0.0
algae_ML,2660,0.0
algae_ML,2670,0.0
algae_ML,2680,0.0
algae_ML,2690,0.0
algae_ML,2710,0.0
algae_ML,2720,0.0
algae_ML,2730,0.0
algae_ML,2740,0.0
algae_ML,2750,0.0
algae_ML,2760,0.0
algae_ML,2770,0.0
algae_ML,2780,0.0
algae_ML,2790,0.0
algae_ML,2910,0.0
algae_ML,2920,0.0
algae_ML,2930,0.0
algae_ML,2940,0.0
algae_ML,2950,0.0
algae_ML,2960,0.0
algae_ML,2970,0.0
algae_ML,2980,0.0
algae_ML,2990,0.0
algae_ML,3110,0.0
algae_ML,3120,0.0
algae_ML,3130,0.0
algae_ML,3150,0.0
algae_ML,3160,0.0
algae_ML,3170,0.0
algae_ML,3180,0.0
algae_ML,3190,0.0
algae_ML,3810,0.0
algae_ML,3820,0.0
algae_ML,3830,0.0
algae_ML,3840,0.0
algae_ML,3850,0.0
algae_ML,3860,0.0
algae_ML,3870,0.0
algae_ML,3880,0.0
algae_ML,3890,0.0
algae_ML,3910,0.0
algae_ML,3920,0.0
algae_ML,3930,0.0
algae_ML,3940,0.0
algae_ML,3950,0.0
algae_ML,3960,0.0
algae_ML,3970,0.0
algae_ML,3980,0.0
algae_ML,3990,0.0
algae_ML,4610,0.0
algae_ML,4620,0.0
algae_ML,4630,0.0
algae_ML,4640,0.0
algae_ML,4650,0.0
algae_ML,4660,0.0
algae_ML,4670,0.0
algae_ML,4680,0.0
algae_ML,4690,0.0
algae_ML,5510,0.0
algae_ML,5520,0.0
algae_ML,5530,0.0
algae_ML,5540,0.0
algae_ML,5550,0.0
algae_ML,5560,0.0
algae_ML,5570,0.0
algae_ML,5580,0.0
algae_ML,5590,0.0
