,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
0,7.497417946093989e-13,417.27575304298443,15765.896849715378,204276.7885931955,1027.9449253423572,3.858470639476766e-09,71979.25261425458,3.347742657641397e-10,44446.21749633615,1921.2313609659782,1.1956332427026492e-11,79117.25866793419,6.008373587275724e-07,143025.2679576686,1.1390560201314935e-05,0.8690574916883286,2.966637598085155e-08,39135.49126890376,28581.565215159433,8758.475004274187,5491.9090404706585,2.616476595853411e-12,1.5773911123714764e-07,1.4981019900109282e-11,65011.61353601873,51042.25150115144,2.5445650276585386e-12,103112.15246294682,107463.34041151195,128254.38707061927,113746.07691736557,7.039659429623811e-12,1150.5874974548758,88223.40435828904,12.15181006908811,910.4047274316529,3528.0876143643472,6792.0414057763655,109292.71639688255,52263.70607541991,4.7737522621592845,50985.74179646545,7.332446586480802e-12,1641.434407194079,5.175002364944516e-12,77266.50966629159,4.727256206809792e-10,112018.9646483168,6.3165465626468634e-09,71108.11061115439,90047.00158027155,5047.862924940065,9.606633490922463e-12,0.0021306532677467975,68277.91918566967,0.48340768222014757,0.0007835962228457484,91924.21298910666,22475.653212090256,83135.39191786942,0.0,9146.836529880286,7.211247225328274e-08,570.4991512360908,9229.32010716179,5.730531716639593e-10,15669.765644068533,10163.908652904009,2.7642813336742447,0.6763431811922483,24744.971836291035,4.6326679785078413e-10,1.0531446817841034e-09,116246.63995629815,0.00011093031064196113,49744.607413766666,1.037363005847031e-11,1.1421612609270967e-11,42018.5087049843,1.233490837197285e-09,17688.104387647825,272124822.6079791,4.13791925723997,958970588.142703,429312234.79484093,59172662.56922747,1966248210.701246,286641678.4028978,202286.72776943684,564291489.2556328,339144984.4185652,46081.200608795894,1320918.452981963,208.88353401908205,322672.99686106807,9999959.26462486,183842342.1280193,1.898187205015546,258332918.23452482,288747531.6689814,4012.2265072174855,726.6919813011838,1112356.353989641,2317.8860216497924,610319419.5246264,98294490.52748677,32.823518473865775,1463147085.462388,664680105.3597616,417344547.4089201,228804717.38296217,24790781.461920835,3936.554037530999,17166639.38413775,23681160.7414809,5854.6069721594295,1.3010203045972416e-08,9.977694796702382e-09,2.120844341039113e-09,0.7914660831775547,3.42754928520351e-05,8.954568217608245e-08,171211811.93175808,407940819.4533018,130.46421156349214,6.293875400503131e-08,8.906724936313147e-08,4.10738072160769e-10,146667275.50380525,1115.1933030368623,810328966.5987985,132427810.07985488,1278.4877667029698,0.8317357808757233,894.3139579451955,172.91335547416148,12293.29972020883
1,7.497417946093989e-13,304.6715899705314,15762.268810336975,232865.57702228264,512.0587221316614,3.858466474889191e-09,71977.65346674043,3.3513091350409903e-10,44455.6153542679,682.8971983110611,1.1956332427026492e-11,79111.28836487465,6.008787385422039e-07,143025.27002080993,1.13864416470917e-05,0.8656619590083786,2.9030015860085957e-08,39152.9355311789,28584.04452942654,8699.472190381646,5491.6904374676615,2.616476595853411e-12,1.5780117481573544e-07,1.4981019900109282e-11,64831.56611507819,49318.19506150399,2.5445650276585386e-12,102882.42304706378,107651.20800864961,128252.83145414572,113746.07691736557,7.039659429623811e-12,1149.756684894688,88223.40435828904,28.13462634659593,929.0623479477423,3528.0876143643472,3131.0012188067026,109295.82648651327,46951.06399987873,36.47102616553357,50985.7361339523,7.332446586480802e-12,1641.4376389673719,5.175002364944516e-12,77266.56659413445,4.5574952276704585e-10,112018.2490359311,6.282321619238621e-09,71079.44811349847,89515.04105826085,2506.862439203932,9.606633490922463e-12,0.002130653747412616,68278.10987578305,0.4880060864574316,0.0007831015178081485,91925.06649015461,22475.648706319764,70619.74597654324,0.0,9483.53327466511,7.21124570402525e-08,0.04226901590579035,9229.327699068657,5.810263985221654e-10,15669.765632508208,51.09812331845077,2.7564830123952815,0.67624189323463,14582.767121207102,3.099585162336283e-12,1.0529719108115708e-09,116252.97954886846,0.00011093033049392626,49744.607413766666,1.037363005847031e-11,1.1421612609270967e-11,42018.55718204449,3.196165972671427e-11,17706.629683915537,272124822.6079791,4.145248252318723,958958163.9281473,429312234.79484093,51338111.751810625,1966248223.3915873,286641678.40286773,160871.2628018906,564292090.9936601,339144984.4185652,24117.047141264713,1318856.5992836491,217.09344264401568,0.024593747655518736,8384282.148661087,180943570.4185499,1.7729860246853004,258332918.23452482,247290259.90149346,4012.2148033090157,582.1832220092588,1038557.5235578645,2317.8860216497924,757441758.4143938,98294490.59232184,32.8233532537594,1469492144.830361,664680105.3597625,325745426.3088414,228804717.38296217,47326.48775704045,3936.598446785535,6029631.213358669,574222.5115842763,5854.6069721594295,1.3010203045972416e-08,6.239728251414679e-09,2.120844341039113e-09,0.7920178120419326,3.223947044465793e-05,8.954568217608245e-08,171205223.79757375,460467071.4868204,75.85534695970722,6.293875400503131e-08,8.906724936313147e-08,4.10738072160769e-10,146667265.82044822,1144.5251377552333,810529469.5528576,132427810.07985488,379.68343715599804,0.8271312853493581,894.7037644953953,172.91335554110645,11885.608895546606
2,7.497417946093989e-13,335.50976538659097,15762.266618761883,232745.26425409605,622.1348379538633,3.858466474889191e-09,71977.4511188209,3.3472566065963326e-10,44459.28102136384,676.582917214093,1.1956332427026492e-11,79111.05172277342,6.008703123307453e-07,143025.04319326396,1.1386441644327015e-05,0.8656619590083786,2.9026588616109253e-08,39136.48874081757,28584.04452942654,8699.473818483262,5491.6918412841505,2.616476595853411e-12,1.5780231890429427e-07,1.4981019900109282e-11,64054.606345290056,49319.89000470413,2.5445650276585386e-12,91780.4673445264,112264.94527102387,128243.81923462042,113746.07691736557,7.039659429623811e-12,1149.7097153285645,88223.40435828904,10.834628697494145,910.8988977179484,3528.0876143643472,6794.056849168292,109283.8984839305,52827.321811495545,31.767980668620098,50985.71731702824,7.332446586480802e-12,1641.4373575545585,5.175002364944516e-12,77266.55026396422,4.5577631145572916e-10,112018.24958629212,6.282321619238621e-09,71078.94265775895,89210.43336623044,2578.7670793409698,9.606633490922463e-12,0.0021306537774107488,68278.06461733909,0.48322850265576606,0.0007831015126601597,91930.53810850126,22475.648706319764,70606.01687560021,0.0,9481.163397333654,7.21124570402525e-08,0.018246563532505866,9230.07240024185,5.717067993669449e-10,15669.765632933544,45.764029817549215,2.3135245289454756,0.6763430145954308,14582.767121207102,3.7270146356753736e-11,1.0529719069676404e-09,106758.07130926604,0.00011093033049392626,49744.607413766666,1.037363005847031e-11,1.1421612609270967e-11,41538.36818743885,1.4064838169507412e-10,10281.92204459195,272124822.6079791,4.145378716992898,958973685.8138546,429312234.79484093,51506534.744857766,1966248212.1978447,286641678.4025611,153213.66752495116,660845407.5203797,339144984.4185652,24432.907333055908,1225779.0352196442,220.02724752594807,0.02459624975885453,8635497.454744121,195446874.4828887,1.856308025633301,258332918.23452482,288351593.9002124,4012.2145269354573,582.1832220092588,1128827.477903981,2317.8860216071685,604631332.832556,98294490.50144677,32.8233532537594,1462383830.016378,664680105.3597704,331469809.165166,228804717.38296217,608.6419349120115,3936.598446785535,17166639.399995185,2615374.6624280177,5854.6069721594295,1.3010203045972416e-08,9.933233189249394e-09,2.120844341039113e-09,0.7919925229810378,3.4303054576037496e-05,8.954568217608245e-08,171205329.81409675,459968976.9030449,100.11750801939627,6.293875400503131e-08,8.906724936313147e-08,4.10738072160769e-10,146667275.50380525,1144.5247047686692,810332508.1699164,132427810.07985488,379.68343715599804,0.8303599518399002,894.7032679376596,172.91335547487213,13339.547060840323
3,7.497417946093989e-13,304.2310850210918,15762.268810336975,232865.57702228264,621.5525312680676,3.858465949252868e-09,71977.68006264007,3.3513108116141443e-10,42023.97452248555,670.7802755385085,1.1956332427026492e-11,79111.12187789255,6.008704190411338e-07,143025.04227134658,1.13864416470917e-05,0.8656619590083786,2.905226965004599e-08,39152.989809518505,28584.04452942654,8699.473818483262,3477.591693352433,2.616476595853411e-12,1.5774021661196836e-07,1.4981019900109282e-11,64033.04710906083,49320.43663948242,2.5445650276585386e-12,102882.4230480437,107651.20800864961,128252.83145414572,113746.07691736557,7.039659429623811e-12,1129.152362943269,88223.40435828904,1.176817640147224,929.0623479477423,3528.0876143643472,17730.789336331178,109282.44918982907,46951.06399987873,36.37768571556285,50985.7361339523,7.332446586480802e-12,1641.4373928400075,5.175002364944516e-12,77266.56550642913,4.5574952276704585e-10,112018.2490359311,6.282321619238621e-09,71078.68261052272,89517.93380423273,2508.546719807312,9.606633490922463e-12,0.002130653792723114,68278.10987578305,0.03437983638325531,0.0007831461723133349,91933.85924662805,22475.648706319764,70334.9375025379,0.0,9171.942735858285,7.21124570402525e-08,0.030692746181910147,9229.328103363236,1.795035667618703e-10,15669.765582055914,45.12353508687149,2.7564830123952815,0.18026045078745145,14582.767121207102,3.099585162336283e-12,1.176197392110257e-09,116252.74334451344,0.00011093033049392626,49744.607413766666,1.037363005847031e-11,1.1421612609270967e-11,42018.55718204449,4.206329520292366e-11,14367.320541891026,272124822.6079791,668678.423609429,958969092.2473146,429312234.79484093,51340583.73622531,1966248224.3070834,286641678.402549,159052.14843456505,564292088.5299505,339144984.4185652,24117.047141264713,1320904.2994939927,217.33780407485486,0.02459627205424,8412127.065297779,180943570.4185499,1.734788990029234,258332918.23452482,247295654.9741047,4002.029379425016,582.1832220092588,1038523.0889836365,2317.8860216497924,756931272.3226297,98294491.07214257,32.8233532537594,1462280488.3828185,664680105.3597627,346757119.7144414,228804717.38296217,1835.417541607018,3936.552444475814,17166620.46151577,574222.5115842763,5854.6069721594295,1.3010203045972416e-08,6.239728251414679e-09,2.120844341039113e-09,0.7920178120419326,3.423860294098954e-05,8.954568217608245e-08,142758425.87676555,462787738.89996165,75.85534695970722,6.293875400503131e-08,8.906724936313147e-08,4.10738072160769e-10,146667275.50380525,1144.5251377552333,810529442.4761147,132427810.07985488,379.68343715599804,0.8312466243651156,894.7037644953953,172.91335555132886,12337.825604464195
4,7.497417946093989e-13,1689.3790697245731,15766.303566438837,206056.7783006928,1027.9449253423572,3.858466408241951e-09,71979.14116306049,3.3477346290606554e-10,44455.345907756055,1918.243494789249,1.1956332427026492e-11,79117.25866793419,6.008371380504932e-07,141459.5542935392,1.1390561046797892e-05,0.8688250204646514,2.966637598085155e-08,39152.9945835738,28634.29153391487,8696.887277697733,5491.690007592665,2.616476595853411e-12,1.5773820477420434e-07,1.4981019900109282e-11,65016.59840206207,50742.02431515202,2.5445650276585386e-12,102777.23013216075,107418.22191781682,128253.91254139597,113746.07691736557,7.039659429623811e-12,1149.723011339909,88223.40435828904,27.777286629092853,911.2954383884245,3528.0876143643472,7056.189754819277,109297.18568728147,52237.04542219993,4.7737522621592845,50986.0729221253,7.332446586480802e-12,1641.434399031604,5.175002364944516e-12,77267.12756978768,4.720888920287516e-10,112018.90645469693,6.279939536779984e-09,71079.05396869661,72261.13103177903,2327.99383138564,9.606633490922463e-12,0.002130667017263539,68291.92934571487,0.4833969300794719,0.0007830934493775384,91864.1442931184,22517.333430326962,70619.73591330924,0.0,9183.71128430732,7.211246779831797e-08,27.529341099743704,9229.30992300181,5.716470822581189e-10,15669.765644048317,440.85326344223995,2.7661207580337597,0.6764002552070568,14776.363860038871,4.632397299066652e-10,1.053144702643373e-09,116246.63995629815,0.00011093067043483919,49744.607413766666,1.037363005847031e-11,1.1421612609270967e-11,42018.55778810781,1.3204202214706895e-09,17688.104387647825,272124822.6079791,4.14569290746715,959211659.3964949,429312234.79484093,51516486.83085647,1966248210.7099102,286641678.40287626,170147.79544954462,564305883.1027098,339144984.4185652,24425.988911183827,1320918.468139121,217.1621447786926,0.024702445168437157,18569889.0077288,183839896.81805894,1.7630929900731507,258332918.23452482,288746301.6713494,4012.2265139220717,723.7870063356024,1113035.405488838,2317.8860216497924,609521629.956565,98294491.02649152,32.82585341649737,1463152383.8490698,664680105.3597616,417345163.2963543,228804717.38296217,24750844.98118717,3936.598447749543,17166639.400931187,23681160.7414809,5854.6069721594295,1.3010203045972416e-08,1.1742934858326239e-08,2.120844341039113e-09,0.7919910889556809,3.459063401913716e-05,8.954568217608245e-08,171205062.71769717,407937882.2361687,30.846699550593463,6.293875400503131e-08,8.906724936313147e-08,4.10738072160769e-10,146667275.50380525,1144.477007952355,810737837.691796,132427810.07985488,1248.5541067036781,0.8538540902076033,894.3149303504014,172.91335635261908,12293.497508982226
5,7.497417946093989e-13,419.56855952472233,15766.206797525874,204276.7885931955,1027.9449253423572,3.858470639476766e-09,71979.25261425458,3.34774364721118e-10,44446.21749633615,1921.2313609659782,1.1956332427026492e-11,79117.25866793419,6.008373587275724e-07,143025.282621079,1.1390560201314935e-05,0.8690574916883286,2.966637598085155e-08,39152.9945835738,28581.565215159433,8758.475004274187,5491.9090404706585,2.616476595853411e-12,1.577390488150682e-07,1.4981019900109282e-11,65015.3943870505,51042.25150115144,2.5445650276585386e-12,102883.32357600321,107463.34041151195,128254.41345351347,113746.07691736557,7.039659429623811e-12,1150.5874974548758,88223.40435828904,12.15181006908811,910.4164668251235,3528.0876143643472,6792.0414057763655,109297.18568728147,52276.06772713256,4.7737522621592845,50985.74179646545,7.332446586480802e-12,1641.4344076301088,5.175002364944516e-12,77266.50966629159,4.727256206809792e-10,112018.96090649524,6.3165465626468634e-09,71108.11061115439,89232.93140878982,5046.040252174544,9.606633490922463e-12,0.002130667017263539,68277.91918566967,0.4834077708476564,0.0007835962228457484,91932.04862221767,22476.129674241136,83135.39191786942,0.0,9466.656164224245,7.211247225328274e-08,570.4991512360908,9229.32010716179,5.730531716639593e-10,15669.765644068533,10163.908652904009,2.763899600802,0.6763431811922483,24744.971836291035,4.6326679785078413e-10,1.0531446817841034e-09,116246.63995629815,0.00011093031064196113,49744.607413766666,1.037363005847031e-11,1.1421612609270967e-11,42018.5087049843,1.233490837197285e-09,17688.104387647825,272124822.6079791,4.13791925723997,958970588.142703,429312234.79484093,59191361.08812185,1966248210.701246,286641678.4028866,202286.72776943684,564306884.6159085,339144984.4185652,46081.200608795894,1320918.452981963,208.88353401908205,322672.99686106807,9999959.26462486,183842342.1280193,1.898187205015546,258332918.23452482,288747531.6689814,4012.2265072174855,726.6919813011838,1112356.353989641,2317.8860216497924,610319419.5246264,98294490.52748677,32.823518473865775,1463147085.462388,664680105.3597616,417344547.4089201,228804717.38296217,24790781.461920835,3936.554037530999,17166639.38413775,23681160.7414809,5854.6069721594295,1.3010203045972416e-08,1.9663524221062458e-07,2.120844341039113e-09,0.7914660831775547,3.42754928520351e-05,8.954568217608245e-08,171211720.1026873,407940819.4533018,130.46421156349214,6.293875400503131e-08,8.906724936313147e-08,4.10738072160769e-10,146667275.50380525,1115.1933030368623,810738074.2223839,132427810.07985488,1278.4877667029698,0.8530898620054593,894.3165897836946,172.9133555142201,12293.29972020883
6,7.497417946093989e-13,304.6715899705314,15762.268810336975,232865.57702228264,512.0587221316614,3.858466474889191e-09,71977.68006264007,3.3513108116141443e-10,44455.613605927465,700.7910094532874,1.1956332427026492e-11,79111.28836487465,6.008787385422039e-07,143025.27002080993,1.13864416470917e-05,0.8656619590083786,2.9030015860085957e-08,39153.01162975772,28584.04452942654,8699.473818483262,5491.6904374676615,2.616476595853411e-12,1.5780117481573544e-07,1.4981019900109282e-11,64831.56611507819,49319.89000470413,2.5445650276585386e-12,102882.42304706378,107651.20800864961,128252.83145414572,113746.07691736557,7.039659429623811e-12,1149.756684894688,88223.40435828904,28.13462634659593,929.0623479477423,3528.0876143643472,3131.0012188067026,109428.33423090483,46951.06399987873,36.47102616553357,50985.7361339523,7.332446586480802e-12,1641.4376389673719,5.175002364944516e-12,77266.56659413445,4.5574952276704585e-10,112018.2490359311,6.282321619238621e-09,71079.44811349847,89516.29097068928,2508.546719807312,9.606633490922463e-12,0.002130653792723114,68278.10987578305,0.4880060864574316,0.0007831079005985328,92058.25777882355,22475.648706319764,70619.74597654324,0.0,9483.53327466511,7.21124570402525e-08,0.8657003010904845,9229.327699068657,5.810263985221654e-10,15669.765643093931,51.09812331845077,2.7564830123952815,0.6763393968479501,14582.767121207102,3.099585162336283e-12,1.0529723102309533e-09,116252.97954886846,0.00011093033049392626,49744.607413766666,1.037363005847031e-11,1.1421612609270967e-11,42018.55718204449,1.3717982411531305e-10,17706.629683915537,272124822.6079791,4.145248252318723,959223643.3210484,429312234.79484093,51338111.751810625,1966248223.3915873,286641678.40286773,160871.2628018906,564292090.9936601,339144984.4185652,24117.047141264713,1318856.5992836491,217.2912737760997,0.02459624975885453,8384282.148661087,180943570.4185499,4.709064526640622,258332918.23452482,247295654.9741047,4012.2148033090157,582.1832220092588,1038557.5235578645,2317.8860216497924,757441758.4143938,98294491.10365503,32.8233532537594,1469492144.830361,664680105.3597625,325745426.3088414,228804717.38296217,408522.6723503834,3936.598446785535,6029631.213358669,574222.5115842763,5854.6069721594295,1.3010203045972416e-08,6.239728251414679e-09,2.120844341039113e-09,0.7920178120419326,3.223947044465793e-05,8.954568217608245e-08,171205223.79757375,460467071.4868204,75.85534695970722,6.293875400503131e-08,8.906724936313147e-08,4.10738072160769e-10,146667275.50380525,1144.5251377552333,810529469.5528576,132427810.07985488,379.68343715599804,0.8271312853493581,894.7037644953953,172.91335554110645,12337.825604464195
7,7.497417946093989e-13,335.50976538659097,15762.266618761883,232745.26425409605,622.1348379538633,3.858466474889191e-09,71977.4511188209,3.347248868377875e-10,44459.28102136384,676.582917214093,1.1956332427026492e-11,79111.05172277342,6.008703123307453e-07,143025.04319326396,1.1386441644327015e-05,0.8656619590083786,2.9026588616109253e-08,39136.48874081757,28584.04452942654,8699.473818483262,5491.6918412841505,2.616476595853411e-12,1.5780231890429427e-07,1.4981019900109282e-11,64054.606345290056,49319.89000470413,2.5445650276585386e-12,91780.4673445264,112264.94527102387,128243.81923462042,113746.07691736557,7.039659429623811e-12,1149.7097153285645,88223.40435828904,10.834628697494145,910.8988977179484,3528.0876143643472,6794.056849168292,109283.8984839305,52827.321811495545,31.767980668620098,50985.71731702824,7.332446586480802e-12,1641.4371222594784,5.175002364944516e-12,77266.55026396422,4.5577631145572916e-10,112018.24958629212,6.282321619238621e-09,71078.94265775895,89210.43336623044,2578.7670793409698,9.606633490922463e-12,0.002130653792825307,68278.06461733909,0.48322850265576606,0.0007831015126601597,91930.53810850126,22475.648706319764,70606.01687560021,0.0,9481.163397333654,7.21124570402525e-08,0.018246563532505866,9230.07240024185,5.717067993669449e-10,15669.765632933544,45.81700399282606,2.7564605774029194,0.6763430145954308,14582.767121207102,3.7270146356753736e-11,1.0529719069676404e-09,116252.71491178211,0.00011093033049392626,49744.607413766666,1.037363005847031e-11,1.1421612609270967e-11,41538.36818743885,1.4064838169507412e-10,18109.4343901869,272124822.6079791,4.145378716992898,958973685.8138546,429312234.79484093,51506534.744857766,1966248212.1978447,286641678.4025611,153213.66752495116,660845407.5203797,339144984.4185652,24432.907333055908,1318900.8102933613,220.02724752594807,0.02459624975885453,8635497.106848087,195422376.01750964,1.856308025633301,258332918.23452482,288351593.9002124,4012.2145359073675,582.1832220092588,1128827.477903981,2317.8860216071685,604631332.832556,98294490.50144677,32.8233532537594,1462383830.016378,664680105.3597704,331469809.165166,228804717.38296217,14335.02710999178,3936.598446785535,17166639.399995185,2615374.6624280177,5854.6069721594295,1.3010203045972416e-08,9.933233189249394e-09,2.120844341039113e-09,0.7919925229810378,3.4303054576037496e-05,8.954568217608245e-08,171205329.81409675,460169764.7211536,100.11750801939627,6.293875400503131e-08,8.906724936313147e-08,4.10738072160769e-10,146667275.50380525,1144.5247047686692,810332508.1699164,132427810.07985488,379.68343715599804,0.8303599518399002,894.7032679376596,172.91335547487213,13326.533446875397
8,7.497417946093989e-13,304.20835932354424,15762.268810336975,232865.57702228264,621.5750830398017,3.858465949252868e-09,71977.68006264007,3.3513108116141443e-10,42105.70939363138,676.9387128364417,1.1956332427026492e-11,79117.50943757924,6.008704190411338e-07,143025.04136162918,1.138644164657334e-05,0.8656619590083786,2.905226965004599e-08,39152.989809518505,28584.04452942654,8699.473818483262,5284.69725146147,2.616476595853411e-12,1.5774021661196836e-07,1.4981019900109282e-11,63981.0122031011,49320.43663948242,2.5445650276585386e-12,102882.4230480437,107651.20800864961,128252.83145414572,113746.07691736557,7.039659429623811e-12,1129.152362943269,88223.40435828904,1.176817640147224,929.0675963621219,3528.0876143643472,3131.0012188067026,109439.12333507661,46951.06399987873,36.380156346616694,50985.7361339523,7.332446586480802e-12,1641.4376770152828,5.175002364944516e-12,77266.56550642913,4.5574952276704585e-10,112018.27798131864,6.282321619238621e-09,71078.68261052272,89516.27869779895,2508.546719807312,9.606633490922463e-12,0.002130653792723114,68278.10987578305,0.03437983638325531,0.0007831461723133349,93419.07415537682,22475.648706319764,70331.94467127597,0.0,9171.942735858285,7.21124570402525e-08,0.030692746181910147,9229.3277089279,1.795035667618703e-10,15669.765582055914,45.12353508687149,2.756482683582379,0.18026045078745145,14582.767121207102,2.5778297431515536e-12,1.176197392110257e-09,116252.74334451344,0.00011093033049392626,49744.607413766666,1.037363005847031e-11,1.1421612609270967e-11,42018.55718204449,4.206329520292366e-11,14367.320541891026,272124822.6079791,668678.423609429,959205236.2280449,429312234.79484093,51340583.73622531,1966248224.5132613,286641678.402549,159052.14843456505,564292091.0866529,339144984.4185652,24117.047141264713,1320904.2994939927,217.25519560962775,0.02459627205424,8412127.065297779,180943570.4185499,1.658189600886807,258332918.23452482,247295654.9741047,4002.4903517227867,582.1832220092588,1037941.8803902216,2317.8860216497924,756931272.3226297,98294491.06567217,32.8233532537594,1462267416.458508,664680105.3597624,346757119.7144414,228804717.38296217,1848.2664886458278,3936.598446785535,17166639.521905974,574222.5115842763,5854.6069721594295,1.3010203045972416e-08,2.1075873568748082e-07,2.120844341039113e-09,0.7920178120419326,3.423860294098954e-05,8.954568217608245e-08,142758425.87676555,462787738.89996165,147.93014807579107,6.293875400503131e-08,8.906724936313147e-08,4.10738072160769e-10,146667275.50380525,1144.5251377552333,810536884.4267572,132427810.07985488,379.7008100142405,0.8312466243651156,894.7037644953953,172.91335555653137,12333.954402676885
9,7.497417946093989e-13,293.7820087811316,15762.266616954716,232865.57704873933,640.1033586381201,3.858465942470373e-09,71979.27410003959,3.347752668866394e-10,44459.513564509194,682.948129052383,1.1956332427026492e-11,79117.40562669224,6.00878797456965e-07,145957.79307399734,1.1386442159934479e-05,0.8656209919223087,2.907949867380615e-08,39152.99545834523,28584.04452942654,8756.02430370088,5491.683829052393,2.616476595853411e-12,1.5780123557843727e-07,1.4981019900109282e-11,64833.06326053856,49319.89000470413,2.5445650276585386e-12,102882.42283551124,112317.96732108787,128252.83138125663,113746.07691736557,7.039659429623811e-12,1149.788653614384,88223.40435828904,27.860367363242307,911.0373028956949,3528.0876143643472,2969.308124921721,109297.73762547113,52577.17529837499,36.311169320751645,50985.73575132375,7.332446586480802e-12,1641.4378534911648,5.175002364944516e-12,77266.52854745649,4.5577631145572916e-10,112018.249026502,6.282321619238621e-09,71079.75029249344,87886.74140643953,2581.1130512040722,9.606633490922463e-12,0.002130653792537299,68278.12501021675,0.4833961743667743,0.0007830818223073056,91929.85116576018,22475.648706319764,70619.74597654324,0.0,9480.877111180716,7.21124570402525e-08,0.006845392315621646,9230.181777001957,5.717079017548213e-10,15669.76563328522,45.756241492823634,2.7564816761677404,0.6659663693076924,14582.767121207102,6.019981774966384e-11,1.0529719069676404e-09,116246.73429694993,0.00011093033049392626,49744.607413766666,1.037363005847031e-11,1.1421612609270967e-11,41564.113023288926,1.4231515512394374e-10,17812.632682880885,272124822.6079791,4.145385442046209,1017557175.5228547,429312234.79484093,51510273.1982017,1966248223.1702623,286641678.40286773,39640.14723902487,564291982.6602268,339144984.4185652,24432.907333055908,1226576.1744775358,220.05374336977994,0.02459624975885453,8588872.404625934,195624236.06938115,4.560067838995796,258332918.23452482,243080890.79031345,4012.214986132132,582.2638354074744,1128944.7577929688,2317.886019653444,604631369.0007042,98294490.50539993,32.8233532537594,1462385820.321945,664680105.3597702,417365649.7290538,228804717.38296217,4503.1724435229635,3936.598446785535,17166638.39919183,2665645.966683319,5854.6069721594295,1.3010203045972416e-08,1.0452735494152817e-08,2.120844341039113e-09,0.7920190150114603,3.4241018555656096e-05,8.954568217608245e-08,171205329.5338098,460125192.6097907,127.56930195359223,6.293875400503131e-08,8.906724936313147e-08,4.10738072160769e-10,146667275.50380525,1144.525154613501,810335003.5175538,132427810.07985488,379.68343715599804,0.8314141157958024,894.1853957577486,172.91335548056648,12416.552244307324
