,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1545255.8594185263,545111.3808834753,1491907.2952377363,923413.8131096698,141828.66613280575,489275.8990809144,117385.20728643594,781987.3391913553,322055.0095804497,556848.550280242,974599.7156981409,328094.1854742132,28439.44606199632,5171.774557692689,54150.985046608286,3085322.3985346137,182301.84105084045,122561.96770196904,27580.42119832904,455521.46511477046,2420316.624215964,6367.05836204523,3374.1511326550744,47042.1215931986,655.8186625927302,359.72793051102343,3701.6687326309384,1686.6399004528726,24553.911857372495,2097.3124555607606,394.2063094108285,336438.979652384,1191.102832891006,10769.656490541063,65899.19162298499,8419.41419893348,689341.5517177312,473916.4656873734,1003968.1995300128,70632.159722899,298778.60062004585,234097.3237587092,240099.1228761784,877803.0980343581,498988.17341697845,3527.581087771491,104327.8402615535,214734.01025684396,126.51350392646104,18909.660968302447,424.8658368312731,552.9416519423934,10103.29314985054,6382.230549302101,79651.46382593494,35320.67109749591,1039.8168961499805,28090.278505700076,1920.2809602332243,31154.73523681101
1,1617590.7299761877,358167.9820229232,1552277.415867863,993914.3731079068,135044.06543905562,461893.4986577012,111510.61947352406,943183.3217809154,280232.0478452421,678339.2578256015,992822.3128276588,319386.8133647735,19058.50955035957,5125.691589617514,67432.28311252431,1356206.601075161,185240.6573317648,31081.51647557917,21750.483879877076,461614.355263396,1766134.2897249577,18221.782582229633,4.395647878715158,76126.03159844571,3207.1195913828087,366.10214092144116,2003.1151180566458,1292.0875902022267,30312.299372485093,3520.6364841209443,5240.241684668049,382365.37926422653,41.42358142647613,10639.401213235298,156125.22976832595,11170.861649480625,601196.0856255088,497564.8348759068,900979.3726015595,44533.40862857131,302658.2570702942,0.0,234812.9041177264,752342.644914228,273786.7972323626,7480.88221165206,93058.08886261316,220072.95758793308,116.20336557572446,0.0,20300.193979490523,1415.6174902827863,11318.22614594494,12695.558737197556,95072.40653661866,37792.57083647123,840.6167526861974,41542.79585165775,1320.5871603426967,35024.02960154054
2,1601280.3392277951,434350.7170790902,1561803.2166246003,981393.5714167159,134278.0252684206,467406.9850829802,127779.8010977582,919636.6077093679,292444.7920713215,662152.2214658353,993215.1886908363,318487.43616186926,18497.91914230756,5113.587936567386,72445.34311233576,1691187.6881663662,178905.4512006446,46895.40875063614,22399.46521230624,465515.9437286339,2036559.5354768306,15426.509771457198,428.00729985798375,73701.69786941724,1691.1836105440318,338.0442178058426,2046.1249826875587,1443.3970076543058,30002.454868341727,3790.377047851165,3811.0870843267153,377969.7652907883,115.46800639437566,11376.993970194466,133178.05631034027,9359.368949861175,626995.9727162963,493889.99004592455,924100.4724153981,54535.39923143039,300193.9007192891,38082.58817323318,236950.57566834913,775879.2013143247,330281.2551419592,7147.917024995687,97856.66779272498,227819.02414124337,121.87822874799448,2088.257749617351,6457.8196509233585,1243.0874164206612,11548.624848441832,11102.045792161125,92174.57977054096,38051.18057125574,881.7811051393836,36351.12970117125,1372.3419427379195,33823.22881253078
3,1609693.2838203064,509043.501184275,1542669.7376401764,990092.460467344,137606.35670318792,466881.8759115758,155840.10422466672,878020.1732756046,308966.34695014916,641554.5329975846,997360.250978501,317621.7913720359,23834.57390436735,702.1168698891889,69799.49384742162,1961706.5597426018,183387.6743462418,66974.78950095625,27324.2055219283,477573.1660013044,2301491.720213381,16295.01945224639,566.4838183411418,71433.47509708177,3074.7191022164675,681.7758963581314,2151.5036785919838,1480.264088426363,26895.408371757,3390.8695833672446,1360.6014101886553,367583.17591540597,212.2549899550019,11831.404573142576,129812.80882184602,7935.7988977145815,625907.3790295803,515140.42526537064,947884.9160867622,52846.261407292106,292245.2330326061,43429.75861441753,261919.10635248345,803356.1179669356,318834.43207797833,5737.466440683368,86700.35753318471,225948.09353899732,166.59364716929295,6102.720848205421,755.5809893730454,998.7434781342445,10732.884978092168,7636.2271601651,85623.667356753,35503.30853203128,936.4419658318033,25647.2476902278,1533.9016478018507,35311.40851003643
4,1565281.3794464625,533697.6938469775,1494442.7126592835,958599.4444725161,135274.9559048153,487848.3603947405,129552.17949460671,823539.1863447172,318647.43807625177,585020.235595169,985038.6467067308,339900.0455818528,26515.11088460792,1996.676463060423,63157.35300457362,2716808.5270948503,176005.02479090312,132826.32413413498,19820.368117152404,470178.8791591877,2377807.2778402925,5450.026250878493,2352.38136546028,54599.139286913705,0.0,505.22030568015157,2012.3596969039552,1548.7114555294702,25354.292962397703,3152.369862286815,0.0,345222.5325709497,906.2469500819711,10466.941382265264,85229.88409462896,9317.849755186979,668547.2841927357,509771.46004337235,984532.7844574627,69835.73720471788,297840.3676206056,178450.15136622713,248061.36075909395,857054.6615614267,445722.76040240267,3604.328618475288,100241.91544187895,209051.8009746396,118.81409922693989,13544.182170814227,0.0,776.6640610644599,10454.103574637744,7755.180289861694,83332.4455542492,33994.732449098214,953.4207056669345,27500.06022384212,1853.3005393260623,33693.47063252763
5,1518436.6980225737,558483.2594714882,1472973.4824435695,910354.6487558198,133779.1565204667,495482.3682631682,108151.03607272802,745429.638866968,319302.11500481097,537748.76812632,966253.4529840235,328878.1597961968,23332.69289291292,6666.742714720712,53938.2309616514,3373836.7498859507,177623.0354452301,134280.30761143754,28591.243733512798,464844.5618628426,2450792.7230216567,3869.756010350759,3735.9385616589043,30278.39415662246,794.4185211748228,269.30473441526726,3916.179770897874,1587.6749485704584,27215.74143564122,1500.1451919278059,370.70787532145584,322997.6171136141,1286.4171577686266,9568.103919908313,57192.919876535576,7503.092707158488,706952.3693766859,469423.9329132815,1019748.0344105554,74770.58279525976,305195.8880062911,281735.7972173964,242137.70641693735,904576.9953844418,522343.1160392885,3279.3831229456223,103741.26482531834,204447.7677087439,106.37046890243654,23164.76926561666,842.8734532674439,574.4232945565243,9972.307360057946,5641.026902485662,78228.31447808583,35096.822361162835,1102.850067364044,25300.219820011964,1800.2140269895453,31694.96866084061
6,1571222.2104876318,523154.62197895104,1519971.8997126403,948017.2840607525,139265.38817214943,476028.8331727227,129328.86852163234,839093.0320078417,306209.60301885905,601532.1657045573,984048.3046103268,326818.48561926995,23160.840048356524,5917.902176323778,67707.05536085425,2450665.897336578,180142.76091527237,91317.0614413559,25718.364501590804,466632.13422092155,2365309.3529185145,10390.214743897328,1756.848923862572,61105.27398410368,1224.470752341928,482.81718018969593,2920.1973032449077,1544.543904800878,26699.87712880793,2596.675878548153,1262.6894477223473,357644.99606534134,662.3252168767744,10519.922292630345,98013.42879476126,7927.747211887847,657068.6669636489,498216.7086392115,958970.6938649109,63250.03145864455,296727.3328413953,131873.31402336058,248341.6307952838,838292.2037682558,406655.9284660281,5125.098643982756,95811.22255285662,220034.01443788732,107.97683407318772,11568.436273315716,0.0,885.9883832400536,10469.969708223212,7489.086606317584,84288.33768145305,36418.506472734305,954.4471724479768,26856.023672587722,1669.9455114910331,33963.45728761769
7,1609879.2027875723,385258.28929614386,1565021.9151372379,982456.5126513076,136821.04189075605,470905.84443820117,131848.31972056156,935527.9664189043,272599.7745922553,676232.7162127938,994588.5100483806,322312.7151014596,21413.671285331988,2500.2995871771486,74082.26965564607,1551256.7300712175,184059.91561636067,38570.27506972114,21559.646435176608,461282.28780120716,1885303.685618529,15658.520803949625,174.92724155122048,73725.25472088174,1750.707533415172,315.302744603084,1503.0089485044618,1445.165467244265,29748.49403337456,3659.2884304667286,5150.252025023066,378976.4996934035,103.25218095644016,11557.947667822327,142567.36282482577,10791.322970017005,613433.7055558609,497989.2890841797,911389.890637964,53365.31587549131,299749.02462663053,11892.036814325309,230921.8114072482,766018.5875542089,311937.6187944526,7228.548085080772,88195.91066196767,227982.15701367927,101.76936693506629,676.2628739901647,11754.84698489597,1281.3267967584484,12013.137416014419,12452.971790966903,93968.70445441212,37910.46148331729,848.1765549594044,41269.03324262227,1453.1280328568496,33625.05995370921
8,1583028.8368198164,486181.08990017814,1524894.806660438,939035.9805130374,135241.49234026868,470820.3053567735,116949.90967706713,853842.7551799712,301659.654677985,607740.7474827436,995854.55724011,331117.92562252935,21466.627247556087,5617.40436214099,69887.03832565522,2369945.900970834,182799.28751353474,91842.20876208812,28983.19075647583,463078.4808144778,2259389.784828902,8370.025606527375,1903.963277811394,57889.72323204346,929.4387806874022,518.3234222849835,2408.288982221414,1398.619976556692,25548.199168411047,1912.8618741844875,713.4783044243421,356738.9716318519,699.7907430741989,9058.418172649035,107157.61590863958,9830.80353618893,652033.4565795646,497905.55223169876,951254.7929325852,65401.25800555225,289896.11909669905,139907.3711287927,244920.3574555753,835533.5036314353,396309.1629067979,5232.6009457246355,79769.29564856154,215833.40791451023,110.28027839538801,13410.586583126653,5398.051211623449,962.4604137947191,10045.529315469998,8336.68181157768,85213.86007196347,35407.83391321681,954.3065643173682,29667.224639204527,1723.6160868601864,33362.01184018654
9,1621545.5252276165,231999.94669558457,1528989.0540867876,1006833.9884308185,155007.6589235277,476146.0237590468,134452.99600427703,964417.0961526902,284684.20952029875,688121.858298724,999586.4472797334,328865.143506681,27745.12124443505,465.32501277466486,52184.279631376136,1256855.9801228002,182690.99864932598,28259.78323340784,21779.876962580012,441132.4675553654,1208196.9374599885,12470.795774468455,520.60812544188,58799.567624744675,4200.931514214378,525.4185911944497,964.3014082354489,1317.138994042142,25341.375536180734,3093.033577194698,2027.6680741746027,398749.7893496299,544.4081102312877,15371.155460771037,156180.06396951483,16758.400063458168,576048.5362220707,494563.8359214885,893099.6247561584,42067.16248880587,279305.1410419652,12324.278707739408,206334.84011599037,714478.478921375,281243.4202498447,5238.375269075003,86808.92207446303,198624.17933771372,61.98727525606381,0.0,43246.13454309739,1187.9790524711707,9830.49450422982,15183.799607370116,84787.7927547861,34794.003001503916,698.6329372987707,64573.752397534045,1930.1702431377828,34519.76776828298
