,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
0,4849.118449,1327.145101,252.3962561,7689.032382,19608.2236,70.88230232,1488.073901,8839.141055,684.6808178,413.3539568,714.9651489,89.56964569,177.4977981,41123.92588,58346.76602,35521.19074,119.0774128,2207.728638,622.2496586,200.7852415,1396.34347,4342.965663,10754.73119,1987.871028,444.4558992,221.1160247,293.8859761,6631.269436,201.2175046,71037.18778,115.520201,1465.279767,47533.27103,702.9891991,24.59826765,273.7715905,621.7896799,474.4219637,1367.845455,5446.614217,22218.75346,179361.8037,499.9383826,20784.30074,6417.377297,13345.4451,12564.73519,2698.236512,57864.95816,2081.552712,25069.26731,394.9530296,27076.84698,2358.41746,568.0555684,7392.269373,492.0437847,743.2872253,185.6219543,4714.555033,5083.836243,250.6437432,59424.74696,62888.65717,106216.7255,367.7881954,139573.6196,112.0887569,23083.64018,0,1034.106649,439.6862264,762.4176601,2442.561167,207.8758816,2750.175427,9674.51526,331.5069094,321.6203159,15600.84808,2958.636449,0,6050.032753,7348.534693,26341.82465,5787.497635,26.87910427,0,7889.822666,212.766832,14959.0405,15943.04895,49.61193956,7108.237067,10944.20744,2825.815019,2884.206441,8.677720883,13509.03233,14294.25331,42202.28891,616.8559315,4912.927103,33964.27408,522.2883896,1404.308244,17217.91662
1,4879.714781,1327.145101,284.8094193,7689.032382,19608.2236,70.88230232,1488.073901,8839.141055,684.6808178,770.639543,714.9651489,55.34333567,177.4977981,41123.92588,58346.76602,35521.19074,119.0774128,2204.218448,622.2496586,200.7852415,1396.34347,4342.965663,13966.1475,1987.871028,892.4699947,221.1160247,293.8859761,6590.238869,201.2175046,71037.18778,115.520201,1465.279767,47533.27103,702.9891991,65.64916651,273.7715905,621.7896799,474.4219637,1367.845455,5446.614217,47478.48644,179361.8037,499.9383826,20982.27839,6417.377297,13359.94205,12804.6987,2698.236512,61607.749,2081.552712,25069.26731,394.9530296,27162.67438,2358.41746,568.0555684,7392.269373,495.2828726,743.2872253,230.8218571,7735.465629,5083.836243,308.632376,58493.34656,71977.53591,106710.7994,367.7881954,139573.6196,130.0177525,23083.64018,0,1034.106649,440.4340309,1391.2666,2442.561167,615.5324886,2750.175427,10100.23144,331.5069094,321.6203159,15600.84808,5674.6472,0,6050.032753,7348.534693,29077.26291,5787.497635,130.0564958,75.58432248,9644.803709,496.9724881,14959.0405,15943.04895,49.61193956,6720.629445,10944.20744,2995.147271,2736.122471,17.20433462,15410.49872,14494.44373,42202.28891,616.8559315,5648.683683,33964.27408,522.2883896,1404.308244,17217.91662
2,7198.546972,231.2161706,1226.419392,5425.647829,17919.07376,12.03429511,414.6989853,2389.129138,0,178.1517136,1799.21988,0,489.1949132,37617.13747,50844.49897,61702.24091,0,1578.66959,1720.106856,18.29080169,6541.855203,10179.01535,8661.357338,2292.978361,682.1575558,36.07799175,943.3479225,10642.31453,313.7085349,74697.24336,192.5281194,1647.743003,47779.74717,1435.976213,610.0569249,50.48555517,0,128.8171894,173.2269901,8048.096419,0,179858.382,10.36347405,11539.44708,3278.354086,7582.993064,6324.526367,0,92510.9261,0,18958.09479,392.9929549,29653.70487,828.7500194,232.1145635,52.53267998,754.9006636,4879.391061,84.95879327,8766.178528,0,152.2451244,5008.637628,40403.7893,64192.12916,909.6621461,244626.4785,117.7789118,22206.6673,53.16026079,722.1976877,35.55926003,8.380354034,2484.71134,473.6342552,5952.293865,33154.2327,0,177.4858906,21144.5294,6545.74123,863.1307085,3357.601535,8454.150787,16564.90291,13546.66924,5.868685215,233.4879249,0,0,11452.68034,34501.57319,86.36081643,7028.339891,4505.488081,2138.054516,0,0,11399.53963,12530.77337,5583.301434,1853.491383,10738.05229,30270.91518,280.4096078,0,15120.06042
3,8399.62151,0,0,5002.701328,21038.5286,0,1453.041576,3690.698934,0,265.0965039,0,0,106.9634164,40588.78239,55628.62258,53456.14683,0,2216.892353,1435.126597,412.1931363,1855.398223,9757.016101,14613.59898,1558.8662,704.197965,0,211.7199236,7201.999112,148.5822593,76801.84774,169.2088115,2019.965027,48825.89072,1329.954223,0,0,0,1274.432522,0,9747.941672,36147.36625,179163.8162,87.47404547,19383.06368,0,14970.04853,6777.8139,0,89076.64083,343.4180441,27932.28329,443.2141157,29927.90349,2966.459314,610.2475809,0,546.6337429,2262.484398,65.7915564,7576.367733,2408.113499,0,4591.11309,46445.96445,63628.88548,818.4727186,230089.8396,20.83502081,23088.6551,477.9659629,764.8991295,0,0,0,0,6320.350266,32314.01555,191.9625925,318.9357449,19276.65693,7000.278989,295.4101824,3185.82278,9109.115634,26512.55327,16363.90956,0,468.0172793,12725.41492,5.412768345,3488.0571,23044.02497,17.47929887,10844.44082,10579.03973,1377.745429,1084.304078,163.2124892,10069.42802,13326.29256,0,1472.972509,7995.056716,33610.70781,219.7304321,0,20249.61271
4,5184.219384,1792.164259,29.97561128,7079.539591,17294.96935,0,1094.884613,8808.45275,683.7438928,281.1041048,856.5766077,0,0,41009.14565,58455.42986,40324.43513,129.1563402,2366.979312,792.4724471,298.1595264,5215.768833,4906.416965,13882.57134,1748.808343,938.8452902,196.5613205,216.836083,5875.064594,27.12895059,72513.49511,147.0704447,1857.227686,46165.15613,780.0945138,28.78153612,1509.313079,861.79728,425.5919217,1186.308718,6520.217192,42945.5914,175610.8946,353.0951676,18400.57077,7073.884652,10688.57669,11444.41247,1685.633589,64989.04531,2221.481123,22317.91338,500.4986175,27702.86113,1936.186361,294.4952917,5880.892574,118.311926,2186.117984,475.862695,3798.014126,3194.101619,300.4255015,43795.18308,68187.24866,100992.9059,845.5351148,157291.2715,125.6703707,29020.50328,0,461.0056208,388.7131564,954.4857305,5350.070605,0,1906.178412,11013.03021,357.4368742,258.7078332,27247.44494,6333.583557,426.4197438,7657.355253,6428.787742,31070.69052,5788.475248,260.6468856,471.9604739,11947.36791,400.9879242,12844.70857,17067.93046,1.911495406,5688.285389,14096.57619,3486.60546,3116.734829,73.75771305,14773.45616,13492.29409,35537.76558,1248.667616,7332.851631,32432.14797,137.9854831,815.1442985,6355.072634
5,7157.433956,815.0240434,414.3422478,5260.912951,16774.99312,17.47419756,294.6856637,888.4406058,0,0,2347.523131,290.0783859,207.7023535,37748.6679,50359.66441,62090.21634,180.8363305,707.5804685,2156.343245,151.9044967,8651.479272,7739.997843,8139.117521,2589.544819,962.7172844,40.07973316,1122.800185,7279.162507,213.556294,75538.39131,205.7442846,2063.398275,50194.39029,1461.939738,20.32000459,46.81813102,148.619882,0,0,15528.06328,1184.718775,180009.4515,0,12280.39226,3164.926174,10627.51811,7741.147513,33.96791326,88604.35971,234.6613826,19474.77711,518.0297465,28756.95144,0,38.77166882,1199.864032,358.7532757,5653.332127,268.4192939,8089.817646,676.8328688,146.2314966,460.4550123,42649.83033,67533.87948,1262.59173,238906.518,15.55314048,28421.69782,0,530.9235689,0,181.2217336,4318.001317,462.5194943,5268.020772,32794.74395,41.18271532,63.03031921,9836.196169,7334.899246,1155.610752,7497.503347,7510.428811,19462.05017,13410.18173,76.24057363,57.24619027,36.37019811,376.8361255,12491.59915,27178.44117,60.3452558,6947.009106,9954.086725,2114.558952,232.5377097,100.9619342,10810.01194,12725.71077,4836.619814,2410.191191,7871.123757,30004.43822,0,427.766895,17901.52208
6,8174.732353,391.1438987,0,3119.934136,15297.96429,23.79555462,0,1215.10043,0,385.6056951,1916.428844,0,107.0984413,36429.56461,45538.37508,72422.17798,844.3570655,1109.812277,932.0714135,0,14560.90934,14729.68801,1594.918231,2212.342844,1048.543853,0,807.4880322,11179.19236,33.91412187,76898.85214,224.8519111,1651.041015,48395.89664,1366.396245,0,2.497242158,0,0,383.0266726,13463.56386,0,179505.3172,136.4335337,11749.90556,0,9943.388622,2101.193836,76.92082797,108823.2933,0,25362.83792,527.2336004,29137.23145,246.8271604,0,0,92.66690775,6330.047772,421.1994041,8875.014207,0,0,0,29975.77482,35914.38411,1229.254489,297804.6814,0,39408.73874,0,711.7970565,0,1063.788292,2326.43756,498.4691485,8062.31199,29280.90292,303.6374568,0,11893.47939,8571.135618,863.5048315,0,9587.562931,21106.27356,17397.09632,0,0,0,0,7930.538719,33650.09227,57.36029392,4765.752408,4522.033037,2884.043763,15.91478448,0,13172.94805,10081.28398,0,3016.23286,13306.13947,29089.66656,343.6908532,0,17162.24485
7,7115.722427,885.0266465,322.349897,5207.928193,16916.31142,42.83498144,296.6889955,580.9987546,0,45.28100692,2212.770924,301.4656054,171.8140136,37741.07481,50568.31188,61770.45247,217.9452903,626.5845976,2093.120544,113.7181018,8714.135029,7909.49841,8373.358476,2538.934855,906.440595,35.83107983,1100.523948,7187.837613,189.3147472,75302.25033,201.0088461,1960.710272,50107.50119,1392.774735,9.478589076,34.97120314,129.1440756,0,0,14968.19195,425.8825356,179544.053,4.679865338,12569.41154,3047.801025,10632.86871,7662.943041,92.0020605,89146.40378,184.052577,19764.32839,503.305935,28838.09493,0,32.71249733,1493.541086,327.9464014,5634.726189,274.4794226,8080.308922,618.1936876,0,1143.034404,42339.68648,68103.49699,1224.848425,237531.2587,6.365076502,28522.83384,0,557.4304519,16.28244607,148.9515864,4041.96414,462.9678759,5319.19081,33000.96447,178.2076,59.13217159,10185.90264,7306.673093,1086.841755,7589.625111,7687.722451,19082.65164,13593.9173,73.48648291,50.57466417,386.4555873,344.4728783,12142.47414,26515.32466,51.7361109,6327.111123,9566.66983,2206.10891,355.6678735,68.86070859,11170.9659,12758.58727,5321.760917,2375.64169,8150.845409,30298.16873,23.5817448,327.7862936,18151.67827
8,8025.477304,1610.52106,1.362473872,4616.646677,18695.86728,28.56721177,739.6386559,971.9546543,373.5463146,574.888712,1984.055451,385.1443444,340.2873361,39233.41267,53186.71877,51681.29925,163.9623751,778.6401267,1939.535905,407.0729531,8111.837746,6671.267272,10695.53366,1729.623334,1045.833264,8.60703117,75.62405235,8832.36616,198.1405152,74120.2444,181.2606947,2785.968541,49021.75884,1471.125725,4.025469421,11.37751739,75.77576349,852.1904618,298.0730785,11896.2623,11165.19927,178816.609,0,12189.07367,3703.645239,11969.19945,8378.018364,1249.703919,82688.7571,606.8328283,20562.15901,422.5704444,28691.53921,198.0363271,43.82163347,2060.141947,387.4111064,4978.628886,24.91617103,8051.394587,2603.851345,385.3585751,11443.62216,51599.57002,79233.42346,1796.785971,215807.5189,34.78997236,20571.61254,34253.86675,526.3126729,236.008138,603.6135291,5543.588457,559.8226832,4205.563125,30269.27843,161.107328,45.45264718,15321.82775,7007.415597,1142.843927,7565.80204,7083.022389,23128.51474,3835.551452,129.8914513,1478.806597,885.810831,424.8182087,14712.5679,27507.19688,40.63849005,7134.788704,11537.90157,2590.992919,2041.579352,143.3374629,11668.31903,12963.1704,12004.56434,2025.721497,7777.177011,29175.04166,192.8948055,331.7845273,16970.55888
9,6694.695727,1448.781599,0,5550.520612,18092.13793,60.97033127,720.9250498,7961.243125,820.3060599,1224.612806,1987.907683,1334.933892,66.371861,39719.56857,51707.63448,51388.44606,377.1332329,610.4245547,2651.352483,17.81726884,6768.402431,7328.100819,12169.22833,2198.665861,605.5327148,14.74618109,168.3758355,10233.77155,570.3252663,71166.67304,277.4578844,1372.454848,52084.6679,1968.748034,0,178.0216411,163.1062861,49.67764214,0,10526.32571,15551.64315,179099.243,59.8500381,12340.62552,4903.703275,13089.36339,7851.527495,0,85840.08881,1054.785119,23242.39604,616.9228637,28448.05171,1467.124747,220.9197908,1477.725823,0,3767.329931,60.16426886,10042.89182,3787.733339,1587.12325,10346.8077,50629.01507,72787.87751,1439.58836,223169.1885,0,23915.99039,1100.459219,710.6044922,426.0877266,319.8795354,12982.28249,739.8376665,6879.227996,0,182.8535354,0,28498.19483,8934.526909,965.936939,8065.833928,8773.151378,17552.61917,12354.627,186.0338087,389.3929908,7844.313555,734.218495,6053.606496,23940.96494,118.2678243,5964.553764,8727.579574,1616.511261,1222.578964,46.47393023,9967.09314,10654.39601,1362.16671,2009.433438,5022.769165,27640.70535,0,0,8840.546888
