,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,1.0915330600759743e-11,2.447262752591664e-12,2.067479767869891e-08,46124.9206115355,5.3529570009516094e-06,6.202642460330908e-13,73042.25899864039,127862.53780933007,158366.49014387495,1.2100634675804382e-11,22249.482867932227,13457.374408965541,28728.519496157,5055.134127563467,51467.93674502853,150716.72046772935,4479.329367169751,3580.629142361843,127230.17983967293,3094.7573706901494,5281.52562329213,587490784.2129288,3.440508556067013e-09,4.5371121223849346e-08,5663911.083142445,88319707.23626374,2.6312695090347123e-09,6.728114288970303e-09,304735256.8010938,885451133.2923505,160751122.18641517,1.7948559387342075e-08,1.8445633131966036e-10,4.6503037984441787e-08,126746218.18099551,3.553019564968406e-08,252207457.57498142,41099793.079379216,2.9304879918372872e-08
1,1.0915330600759743e-11,2.447262752591664e-12,4.642429408782922e-07,45226.29254396366,3.968105654677238e-08,6.202642460330908e-13,76925.8518866609,125975.26035013104,153807.9784270361,1.2100634675804382e-11,21989.4111180897,13560.65465872235,30335.62238676504,4783.90305678605,51467.93674502853,139924.97011096336,3953.247654090169,21811.291331578217,103189.55255817105,43.310520213720096,58.448876711503544,587490784.2129288,3.440508556067013e-09,4.5371121223849346e-08,5663911.083142445,88319707.23626374,2.6312695090347123e-09,6.728114288970303e-09,304735256.8010938,900723652.0077958,160751122.18641517,1.7948559387342075e-08,1.8445633131966036e-10,4.6503037984441787e-08,126746218.18099551,3.553019564968406e-08,252207457.57498142,25854828.33261995,2.9304879918372872e-08
2,1.0915467029967075e-11,2.447262752591664e-12,7.2372033364041336e-09,45299.23653504074,1.3375299043229181e-06,6.202642460330908e-13,43339.83065500108,127611.65103873798,152988.78933998995,1.2100634675804382e-11,22278.940499986562,22352.52740659232,19511.219432939655,12173.83886323751,51467.93674502853,149189.9943667063,2262.1061392677716,19569.171549671664,126501.0952317365,5114.007782650144,4463.9138153906315,587490632.4578778,3.440508556067013e-09,4.5371121223849346e-08,5663911.083142445,88747044.73965241,2.6312695090347123e-09,6.728114288970303e-09,304757723.9085359,885474029.4743735,160751122.18641523,1.7948559387342075e-08,1.8445633131966036e-10,4.6503037984441787e-08,126746218.18099105,3.553019564968406e-08,252207457.57498142,40628098.23608296,2.9304879918372872e-08
3,1.0912295338475939e-11,2.447262752591664e-12,2.2445586720142662e-06,38426.34089578678,3.0967311017396336e-05,6.202642460330908e-13,53850.552658038905,125549.90581785429,152857.87159003672,1.2100634675804382e-11,22287.278060495984,34302.74659054815,15270.81483506155,5254.894705141268,51467.93674502853,143999.827993104,2217.3617155209427,22789.231365470107,105145.40502914763,1527.2151555408902,3742.9762980247133,587547235.9538592,3.440508556067013e-09,4.5371121223849346e-08,5663911.083142445,88323341.01327825,2.6312695090347123e-09,6.728114288970303e-09,305120051.5477067,885474378.6333551,160751123.55209345,1.7948559387342075e-08,1.8445633131966036e-10,4.6503037984441787e-08,126746027.88632894,3.553019564968406e-08,252207457.57498142,40633395.32933144,2.9304879918372872e-08
4,1.091532369019117e-11,2.447262752591664e-12,1.4549265094040578e-07,45576.76943837289,9.164546869451357e-07,6.202642460330908e-13,67032.27101017043,126928.79074852516,152010.89527499126,1.2100634675804382e-11,21762.152075284688,7802.433787285585,30827.152493461614,15897.127575680553,51467.93674502853,149895.8337442689,3611.3211074852316,19708.978071421956,121365.97896181264,732.0760859540658,5281.526004209488,587490784.2125491,3.440508556067013e-09,4.5371121223849346e-08,5663911.083142445,88319707.23626374,2.6312695090347123e-09,6.728114288970303e-09,304735256.8010938,885451133.2923505,160751122.18641517,1.7948559387342075e-08,1.8445633131966036e-10,4.6503037984441787e-08,126746218.18099551,3.553019564968406e-08,252207457.57498142,41099793.079379216,2.9304879918372872e-08
5,1.0915330600759743e-11,2.447262752591664e-12,4.6328423385418016e-07,46582.861971638544,2.631860186761367e-06,6.202642460330908e-13,77367.78310417321,127631.3251206797,158800.8781316027,1.2100634675804382e-11,22235.800201360413,13514.793929140744,35849.18002858955,2740.2618005688228,51467.93674502853,150617.13453109225,4460.859447453753,6085.5972679745655,108924.0956304812,2905.8118675132364,5281.52562329213,587490784.2129288,3.440508556067013e-09,4.5371121223849346e-08,5663911.083142445,88319707.23626374,2.6312695090347123e-09,6.728114288970303e-09,304735256.8010938,885451133.2923505,160751122.18641517,1.7948559387342075e-08,1.8445633131966036e-10,4.6503037984441787e-08,126746218.18099551,3.553019564968406e-08,252207457.57498142,41099793.079379216,2.9304879918372872e-08
6,1.0915330600759743e-11,2.447262752591664e-12,6.151423984462763e-09,46465.436077246464,2.6376294696470815e-06,6.202642460330908e-13,77410.26842316674,127518.45196561088,153407.0535587448,1.2100634675804382e-11,22198.5058357906,13018.299681210223,39462.76231854704,9846.71333214261,51467.93674502853,140016.08076554624,4254.6056455695125,17828.229403866484,126753.81961632625,3123.2341334768726,5281.52562329213,587490784.2129288,3.440508556067013e-09,4.5371121223849346e-08,5663911.083142445,88319707.23626374,2.6312695090347123e-09,6.728114288970303e-09,304735256.8010938,885451133.2923505,160751122.18641517,1.7948559387342075e-08,1.8445633131966036e-10,4.6503037984441787e-08,126746218.18099551,3.553019564968406e-08,252207457.57498142,41099793.079379216,2.9304879918372872e-08
7,1.0915330600759743e-11,2.447262752591664e-12,1.909272224954779e-08,46106.719728683085,2.957470048535848e-06,6.202642460330908e-13,58668.67559157109,127513.27362959982,158371.7863877333,1.2100634675804382e-11,22249.482867932227,13343.59868650224,28728.519496157,2689.0511773709313,51467.93674502853,137912.47565016543,4483.890153519702,3580.629142361843,112446.07366419084,1275.9384276525245,5281.52562329213,587490784.2129288,3.440508556067013e-09,4.5371121223849346e-08,5663911.083142445,88319707.23626374,2.6312695090347123e-09,6.728114288970303e-09,304735256.8010938,885451133.2923505,160751122.18641517,1.7948559387342075e-08,1.8445633131966036e-10,4.6503037984441787e-08,126746218.18099551,3.553019564968406e-08,252207457.57498142,41099793.079379216,2.9304879918372872e-08
8,1.0915330600759743e-11,2.447262752591664e-12,1.8328179481763535e-07,45160.549766830096,4.522847796399779e-07,6.202642460330908e-13,57174.467786567766,126005.61401417924,153944.56371164965,1.2100634675804382e-11,22245.277071042412,13351.823909800236,37832.358958972174,3055.6770996005544,51467.93674502853,151395.19796980964,4465.486875034218,33134.05108438728,112302.74430589598,1395.695117329954,5281.52562329213,587490784.2129288,3.440508556067013e-09,4.5371121223849346e-08,5663911.083142445,88319707.23626374,2.6312695090347123e-09,6.728114288970303e-09,304735256.8010938,885451133.2923505,160751122.18641517,1.7948559387342075e-08,1.8445633131966036e-10,4.6503037984441787e-08,126746218.18099551,3.553019564968406e-08,252207457.57498142,41099793.079379216,2.9304879918372872e-08
9,1.0915330600759743e-11,2.447262752591664e-12,6.991946427380674e-08,45111.15319116097,4.935420073660789e-06,6.202642460330908e-13,67560.29201493051,126919.28696129187,154094.2603796319,1.2100634675804382e-11,22225.6712345506,13461.967984258828,20001.05204993305,4519.9185805142,51467.93674502853,153886.73476710398,4464.66429847149,32213.893660972408,125789.90915719932,541.8000352334733,5281.52562329213,587490784.2129288,3.440508556067013e-09,4.5371121223849346e-08,5663911.083142445,88319707.23626374,2.6312695090347123e-09,6.728114288970303e-09,304735256.8010938,885451133.2923505,160751122.18641517,1.7948559387342075e-08,1.8445633131966036e-10,4.6503037984441787e-08,126746218.18099551,3.553019564968406e-08,252207457.57498142,41099793.079379216,2.9304879918372872e-08
