,0,1
0,41858016196.289734,260069588.02660424
1,41858019200.08116,242859188.37635612
2,41858016260.766655,252331753.37412053
3,41858019155.98518,248422589.73120365
4,41858016196.30099,258434000.27277178
5,41858016196.289734,260069588.02660424
6,41858016196.289734,260069588.02660424
7,41858016196.289734,260069588.02660424
8,41858016196.289734,260069588.02660424
9,41858016196.289734,260069588.02660424
10,41858016196.289734,260069588.02660424
11,41858016196.289734,260069588.02660424
12,41858016196.289734,260069588.02660424
13,41858016196.289734,260069588.02660424
14,41858016196.289734,260069588.02660424
15,41858016196.289734,260069588.02660424
16,41858016196.289734,260069588.02660424
17,41858016196.289734,260069588.02660424
18,41858016196.289734,260069588.02660424
19,41858016196.289734,260069588.02660424
20,41858016196.289734,260069588.02660424
21,41858016196.289734,260069588.02660424
22,41858016196.289734,260069588.02660424
23,41858016196.289734,260069588.02660424
24,41858016196.289734,260069588.02660424
25,41858016196.289734,260069588.02660424
26,41858016196.289734,260069588.02660424
27,41858016196.289734,260069588.02660424
28,41858016196.289734,260069588.02660424
29,41858016196.289734,260069588.02660424
30,41858016196.289734,260069588.02660424
31,41858016196.289734,260069588.02660424
32,41858016196.289734,260069588.02660424
33,41858016196.289734,260069588.02660424
34,41858016196.289734,260069588.02660424
35,41858016196.289734,260069588.02660424
36,41858016196.289734,260069588.02660424
37,41858016196.289734,260069588.02660424
38,41858016196.289734,260069588.02660424
39,41858016196.289734,260069588.02660424
40,41858016196.289734,260069588.02660424
41,41858016196.289734,260069588.02660424
42,41858016196.289734,260069588.02660424
43,41858016196.289734,260069588.02660424
44,41858016196.289734,260069588.02660424
45,41858016196.289734,260069588.02660424
46,41858016196.289734,260069588.02660424
47,41858016196.289734,260069588.02660424
48,41858016196.289734,260069588.02660424
49,41858016196.289734,260069588.02660424
50,41858016196.289734,260069588.02660424
51,41858019155.98518,248422589.73120365
52,41858016196.289734,260069588.02660424
53,41858016196.289734,260069588.02660424
54,41858016196.289734,260069588.02660424
55,41858016196.289734,260069588.02660424
56,41858016196.289734,260069588.02660424
57,41858016196.289734,260069588.02660424
58,41858016196.289734,260069588.02660424
59,41858016196.289734,260069588.02660424
60,41858016196.289734,260069588.02660424
61,41858016196.289734,260069588.02660424
62,41858016196.289734,260069588.02660424
63,41858016196.289734,260069588.02660424
64,41858016196.289734,260069588.02660424
65,41858016196.289734,260069588.02660424
66,41858016196.289734,260069588.02660424
67,41858016196.289734,260069588.02660424
68,41858016196.289734,260069588.02660424
69,41858016196.289734,260069588.02660424
70,41858016196.289734,260069588.02660424
71,41858016196.289734,260069588.02660424
72,41858016196.289734,260069588.02660424
73,41858016196.289734,260069588.02660424
74,41858016196.289734,260069588.02660424
75,41858016196.289734,260069588.02660424
76,41858016196.289734,260069588.02660424
77,41858016196.289734,260069588.02660424
78,41858016196.289734,260069588.02660424
79,41858016196.289734,260069588.02660424
80,41858016196.289734,260069588.02660424
81,41858016196.289734,260069588.02660424
82,41858016196.289734,260069588.02660424
83,41858016196.289734,260069588.02660424
84,41858016196.289734,260069588.02660424
85,41858016196.289734,260069588.02660424
86,41858016196.289734,260069588.02660424
87,41858016196.289734,260069588.02660424
88,41858016196.289734,260069588.02660424
89,41858016196.289734,260069588.02660424
90,41858016196.289734,260069588.02660424
91,41858016196.289734,260069588.02660424
92,41858016196.289734,260069588.02660424
93,41858016196.289734,260069588.02660424
94,41858016196.289734,260069588.02660424
95,41858016196.289734,260069588.02660424
96,41858016196.289734,260069588.02660424
97,41858016196.289734,260069588.02660424
98,41858016196.289734,260069588.02660424
99,41858016196.289734,260069588.02660424
